Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Years Since,State,Winner
6239,11356,42.4,61047,31593.0,1696,14.93483621,3,CT,Democrat
6330,3402,40.3,76131,36425.0,395,11.61081717,3,CT,Democrat
6371,9642,51.8,106052,74691.0,298,3.090645094,3,CT,Democrat
6374,8137,45.1,66999,32842.0,397,4.878948015,3,CT,Democrat
6390,61,37.3,46250,43766.0,0,0.0,3,NY,Democrat
6410,29064,46.3,122416,54873.0,695,2.391274429,3,CT,Democrat
6413,12914,47.0,90427,46866.0,751,5.815394146,3,CT,Democrat
6418,12499,46.6,58365,37316.0,1514,12.11296904,3,CT,Democrat
6437,22164,48.5,108243,62405.0,648,2.923659989,3,CT,Democrat
6438,2597,52.2,136023,51992.0,101,3.889102811,3,CT,Democrat
6022,102,47.4,-666666666,68197.0,0,0.0,3,CT,Democrat
6069,2394,57.0,97976,74955.0,298,12.44778613,3,CT,Democrat
6762,7734,46.4,120697,53265.0,222,2.870442203,3,CT,Democrat
6880,28413,46.5,217546,115091.0,980,3.4491254,3,CT,Democrat
6380,2509,45.2,43197,28536.0,247,9.844559585,3,CT,Democrat
6060,2792,42.8,143672,55637.0,43,1.540114613,3,CT,Democrat
6063,3199,45.4,109781,43186.0,166,5.189121601,3,CT,Democrat
6065,753,57.7,100984,44653.0,46,6.108897742,3,CT,Democrat
6120,14192,29.8,23388,13126.0,5442,38.34554679,3,CT,Democrat
6357,11597,50.9,82940,44514.0,489,4.216607743,3,CT,Democrat
6029,16348,40.0,89645,48985.0,681,4.165647174,3,CT,Democrat
6095,28829,44.1,92001,41576.0,1233,4.276943356,3,CT,Democrat
6379,8556,44.5,77609,49196.0,490,5.726975222,3,CT,Democrat
79323,7347,29.2,67891,26264.0,662,9.010480468,3,TX,Republican
79326,63,18.4,-666666666,10544.0,0,0.0,3,TX,Republican
79359,3129,34.7,46827,20032.0,653,20.86928731,3,TX,Republican
79778,1115,41.9,65577,32215.0,121,10.85201794,3,TX,Republican
67445,629,52.1,39375,22554.0,36,5.723370429,3,KS,Republican
67446,664,43.1,51429,28810.0,51,7.680722892,3,KS,Republican
67451,1093,42.3,42955,22307.0,274,25.06861848,3,KS,Republican
67466,716,39.4,53194,25352.0,99,13.82681564,3,KS,Republican
67468,342,36.3,56786,21992.0,25,7.30994152,3,KS,Republican
67483,655,31.4,62928,21618.0,69,10.53435115,3,KS,Republican
67516,422,43.1,50000,31031.0,55,13.03317536,3,KS,Republican
67526,2751,41.4,48750,28619.0,342,12.43184297,3,KS,Republican
67553,134,37.0,43750,30475.0,26,19.40298507,3,KS,Republican
67001,1781,29.1,81667,30518.0,102,5.727119596,3,KS,Republican
67010,14447,40.6,64320,31666.0,1111,7.690177892,3,KS,Republican
67020,1537,36.2,59323,24084.0,267,17.37150293,3,KS,Republican
67028,311,36.4,59602,31170.0,15,4.823151125,3,KS,Republican
67030,2686,33.8,84306,31568.0,80,2.978406552,3,KS,Republican
67036,101,68.8,48625,42211.0,2,1.98019802,3,KS,Republican
67050,2286,33.6,95536,36304.0,272,11.89851269,3,KS,Republican
67051,335,52.7,43750,26623.0,80,23.88059701,3,KS,Republican
67054,1220,44.9,47000,25776.0,86,7.049180328,3,KS,Republican
67062,4290,31.0,53872,32158.0,389,9.067599068,3,KS,Republican
67118,659,37.8,52344,36013.0,36,5.462822458,3,KS,Republican
67124,7801,38.1,54781,29017.0,803,10.29355211,3,KS,Republican
67502,24051,46.2,66295,35943.0,1884,7.833354122,3,KS,Republican
67511,216,56.5,44000,26224.0,21,9.722222222,3,KS,Republican
67572,392,59.8,47969,31781.0,11,2.806122449,3,KS,Republican
67575,415,50.6,70000,32281.0,59,14.21686747,3,KS,Republican
67640,690,36.6,60625,26423.0,48,6.956521739,3,KS,Republican
67669,1930,43.7,45781,24054.0,117,6.062176166,3,KS,Republican
67671,1562,39.0,67071,30736.0,133,8.514724712,3,KS,Republican
67733,365,13.3,102171,18696.0,0,0.0,3,KS,Republican
67747,135,44.5,53438,34761.0,34,25.18518519,3,KS,Republican
67761,233,42.6,80469,35408.0,23,9.871244635,3,KS,Republican
67837,1029,32.5,66042,48153.0,23,2.235179786,3,KS,Republican
67839,1162,45.9,40441,29537.0,171,14.71600688,3,KS,Republican
67857,217,15.6,-666666666,11810.0,0,0.0,3,KS,Republican
67860,2378,40.7,44619,25444.0,424,17.83010934,3,KS,Republican
67870,1377,38.3,56094,25266.0,92,6.681190995,3,KS,Republican
95469,1499,45.2,53000,25420.0,172,11.47431621,3,CA,Democrat
95471,569,43.7,-666666666,34654.0,113,19.85940246,3,CA,Democrat
95310,1654,50.6,34958,28860.0,263,15.90084643,3,CA,Democrat
95252,15779,46.6,81289,32668.0,776,4.917928893,3,CA,Democrat
95311,1976,59.8,40577,27252.0,117,5.921052632,3,CA,Democrat
95333,3012,33.7,53125,23269.0,372,12.35059761,3,CA,Democrat
95338,10633,51.1,52280,29471.0,1803,16.95664441,3,CA,Democrat
95345,715,48.9,33889,25209.0,210,29.37062937,3,CA,Democrat
95354,24481,34.2,52352,24820.0,3799,15.51815694,3,CA,Democrat
95379,3856,48.5,56625,31121.0,276,7.157676349,3,CA,Democrat
95388,13805,31.3,48750,19781.0,2306,16.70409272,3,CA,Democrat
95401,38872,37.9,80164,36809.0,4666,12.00349866,3,CA,Democrat
95407,42815,33.6,68720,26173.0,6251,14.60002336,3,CA,Democrat
95417,257,43.5,65875,28775.0,0,0.0,3,CA,Democrat
37027,57096,41.8,133254,69263.0,1812,3.173602354,3,TN,Republican
37035,3709,37.6,63412,29626.0,227,6.120248045,3,TN,Republican
37046,5669,41.5,116875,51408.0,144,2.540130534,3,TN,Republican
37050,1712,46.3,57838,23952.0,252,14.71962617,3,TN,Republican
37055,27410,36.9,53062,27662.0,3636,13.26523167,3,TN,Republican
37058,7817,44.0,47289,23580.0,1004,12.84380197,3,TN,Republican
37066,54377,40.7,64908,34928.0,6631,12.194494,3,TN,Republican
37078,341,55.2,55278,29571.0,15,4.398826979,3,TN,Republican
37130,57068,30.1,49229,30250.0,11269,19.74661807,3,TN,Republican
37166,14310,43.0,44195,24568.0,2761,19.29419986,3,TN,Republican
37178,1842,47.3,42188,22662.0,247,13.40933768,3,TN,Republican
37186,10597,36.9,48880,24345.0,1956,18.45805417,3,TN,Republican
37188,16034,36.5,79948,33909.0,1083,6.754396907,3,TN,Republican
37189,4453,42.3,74963,37477.0,444,9.970806198,3,TN,Republican
37228,1528,29.8,52344,38790.0,231,15.11780105,3,TN,Republican
57620,548,45.0,60435,30497.0,36,6.569343066,3,SD,Republican
57621,320,26.2,27188,17032.0,247,77.1875,3,SD,Republican
57645,141,39.8,35938,32213.0,41,29.07801418,3,SD,Republican
57657,195,51.4,81458,34621.0,42,21.53846154,3,SD,Republican
57725,354,56.4,63029,31157.0,0,0.0,3,SD,Republican
57735,1292,46.0,40069,25170.0,240,18.57585139,3,SD,Republican
57748,292,28.3,43077,21922.0,113,38.69863014,3,SD,Republican
57788,446,47.4,54750,28803.0,54,12.10762332,3,SD,Republican
57799,680,19.7,-666666666,6168.0,0,0.0,3,SD,Republican
57790,1122,43.3,66750,31164.0,77,6.862745098,3,SD,Republican
57766,140,59.2,110000,49631.0,13,9.285714286,3,SD,Republican
57780,36,57.0,-666666666,54911.0,6,16.66666667,3,SD,Republican
57785,9728,42.8,48705,28270.0,581,5.972450658,3,SD,Republican
57792,127,54.2,76058,25243.0,8,6.299212598,3,SD,Republican
57584,36,60.8,31250,20778.0,10,27.77777778,3,SD,Republican
57626,792,41.2,66875,33210.0,103,13.00505051,3,SD,Republican
57642,1994,25.1,42250,15269.0,687,34.45336008,3,SD,Republican
57644,292,59.3,70461,40412.0,1,0.342465753,3,SD,Republican
57719,8156,33.6,56581,25412.0,679,8.325159392,3,SD,Republican
57730,5995,54.4,67723,34281.0,861,14.36196831,3,SD,Republican
57738,122,50.5,44167,29855.0,9,7.37704918,3,SD,Republican
57751,1169,47.2,70521,31639.0,137,11.71941831,3,SD,Republican
57756,721,29.9,28799,11953.0,410,56.86546463,3,SD,Republican
57761,1470,39.5,86406,28175.0,161,10.95238095,3,SD,Republican
57783,16001,39.8,55560,38404.0,1646,10.28685707,3,SD,Republican
57212,2138,39.5,67414,35323.0,215,10.05612722,3,SD,Republican
57214,61,50.4,69000,26849.0,0,0.0,3,SD,Republican
57225,1871,43.8,42125,30202.0,117,6.25334046,3,SD,Republican
57239,294,55.4,50729,25894.0,20,6.802721088,3,SD,Republican
57249,777,55.8,61154,37346.0,104,13.38481338,3,SD,Republican
57252,4516,41.2,63578,32844.0,322,7.13020372,3,SD,Republican
57255,430,52.4,51250,29094.0,37,8.604651163,3,SD,Republican
57258,75,60.4,-666666666,69419.0,0,0.0,3,SD,Republican
57259,527,29.9,59375,33596.0,25,4.743833017,3,SD,Republican
57265,192,34.6,-666666666,27984.0,6,3.125,3,SD,Republican
57362,1996,49.5,46875,34613.0,175,8.76753507,3,SD,Republican
57368,1199,35.8,71500,31475.0,55,4.587155963,3,SD,Republican
57379,82,57.0,49750,26037.0,20,24.3902439,3,SD,Republican
57380,3771,32.0,47292,21789.0,738,19.57040573,3,SD,Republican
57384,1118,41.3,57237,30253.0,58,5.18783542,3,SD,Republican
10451,49423,33.7,32598,21647.0,17056,34.51024826,3,NY,Democrat
10463,70236,41.6,60397,37379.0,12295,17.50526795,3,NY,Democrat
10475,43791,44.8,53819,28614.0,5639,12.8770752,3,NY,Democrat
10502,5351,46.6,199904,83200.0,79,1.476359559,3,NY,Democrat
10562,31847,44.0,91901,45900.0,2179,6.842088737,3,NY,Democrat
10510,10300,47.2,177143,98388.0,253,2.45631068,3,NY,Democrat
10524,4317,46.2,121691,50188.0,304,7.041927264,3,NY,Democrat
10532,4739,48.4,116750,54080.0,197,4.156995147,3,NY,Democrat
10579,8250,46.8,122868,54688.0,278,3.36969697,3,NY,Democrat
10453,78858,32.2,31778,16494.0,28137,35.68059043,3,NY,Democrat
10454,37807,31.6,23337,15518.0,16405,43.39143545,3,NY,Democrat
10455,40300,30.8,29439,17201.0,14363,35.64019851,3,NY,Democrat
10458,85893,29.2,37886,17388.0,26616,30.98739129,3,NY,Democrat
10469,72550,40.6,67190,28158.0,10883,15.00068918,3,NY,Democrat
10514,12543,44.2,250001,112652.0,216,1.722076058,3,NY,Democrat
10526,1860,43.4,193482,103557.0,126,6.774193548,3,NY,Democrat
54433,1888,42.7,51467,27329.0,197,10.43432203,3,WI,Democrat
54446,3080,33.7,60313,26630.0,320,10.38961039,3,WI,Democrat
54447,431,46.5,40536,23966.0,56,12.99303944,3,WI,Democrat
54648,1703,35.4,61912,25136.0,294,17.26365238,3,WI,Democrat
54004,2317,45.9,57458,28132.0,183,7.898144152,3,WI,Democrat
54025,7179,39.7,75099,33465.0,299,4.164925477,3,WI,Democrat
54026,2038,47.1,66100,39402.0,188,9.224730128,3,WI,Democrat
54814,2728,45.6,54614,28341.0,571,20.93108504,3,WI,Democrat
54820,941,56.3,46797,26948.0,83,8.820403826,3,WI,Democrat
54830,2771,62.7,54517,33137.0,238,8.588957055,3,WI,Democrat
54843,11514,48.4,56155,34664.0,1642,14.26089977,3,WI,Democrat
54854,905,45.7,68500,33893.0,46,5.082872928,3,WI,Democrat
54872,2702,51.7,50383,29075.0,452,16.72834937,3,WI,Democrat
54888,1152,57.1,54948,32563.0,110,9.548611111,3,WI,Democrat
54889,2514,47.3,56146,29205.0,231,9.188544153,3,WI,Democrat
54891,3150,49.5,55670,33933.0,342,10.85714286,3,WI,Democrat
54896,1294,63.3,44438,30054.0,128,9.891808346,3,WI,Democrat
54135,3396,31.2,46473,22223.0,882,25.97173145,3,WI,Democrat
54140,8890,33.9,61352,29310.0,496,5.579302587,3,WI,Democrat
54143,14811,46.0,52657,31564.0,1678,11.32941732,3,WI,Democrat
54151,3198,48.1,53567,28855.0,272,8.505315822,3,WI,Democrat
54155,7715,38.1,81175,44178.0,828,10.7323396,3,WI,Democrat
54162,9351,38.3,71961,30227.0,681,7.282643568,3,WI,Democrat
54208,6487,39.3,77653,35135.0,398,6.135347618,3,WI,Democrat
54209,1397,62.1,70000,51080.0,118,8.446671439,3,WI,Democrat
54214,291,51.6,62813,33944.0,31,10.65292096,3,WI,Democrat
54302,31670,33.0,46513,25004.0,6252,19.74107989,3,WI,Democrat
54311,35754,37.0,67507,35941.0,2072,5.795155787,3,WI,Democrat
54403,23977,40.1,55768,31894.0,3466,14.45551987,3,WI,Democrat
54406,3502,45.1,71793,35827.0,208,5.939463164,3,WI,Democrat
54411,5017,41.2,62560,30001.0,443,8.829978075,3,WI,Democrat
35553,4359,47.7,31813,19610.0,914,20.96811195,3,AL,Republican
35565,12115,45.2,38917,23688.0,2194,18.10978126,3,AL,Republican
35574,1632,43.3,45250,21929.0,96,5.882352941,3,AL,Republican
35578,5691,46.3,38237,23583.0,1225,21.52521525,3,AL,Republican
35584,283,44.2,19844,11581.0,65,22.96819788,3,AL,Republican
35618,2003,43.7,29608,16871.0,575,28.70693959,3,AL,Republican
35647,1143,32.6,63967,24717.0,96,8.398950131,3,AL,Republican
35649,87,56.5,146250,70160.0,0,0.0,3,AL,Republican
35652,9104,44.7,60733,29763.0,625,6.865114236,3,AL,Republican
35670,6443,38.4,52763,25117.0,1289,20.00620829,3,AL,Republican
28344,5299,35.3,41729,16868.0,1212,22.87224005,3,NC,Republican
28360,15743,33.7,40878,18055.0,3722,23.6422537,3,NC,Republican
28391,6022,36.9,65528,33168.0,934,15.50979741,3,NC,Republican
28401,24764,38.7,39146,25446.0,6507,26.27604587,3,NC,Republican
28708,152,44.6,35469,16181.0,46,30.26315789,3,NC,Republican
28712,19842,53.5,50891,31403.0,2639,13.30007056,3,NC,Republican
28717,1933,59.8,56519,40852.0,74,3.828246249,3,NC,Republican
28742,3159,45.1,67727,32065.0,348,11.01614435,3,NC,Republican
28747,2267,37.4,37350,23973.0,585,25.80502867,3,NC,Republican
28748,11764,39.2,45096,23539.0,1417,12.04522271,3,NC,Republican
28754,10720,39.7,45351,28908.0,1504,14.02985075,3,NC,Republican
28781,745,59.8,24363,35285.0,31,4.161073826,3,NC,Republican
28786,21373,49.2,48638,31418.0,3147,14.72418472,3,NC,Republican
28904,9523,54.3,46667,34859.0,1259,13.22062375,3,NC,Republican
28905,2999,42.3,42075,19969.0,852,28.40946982,3,NC,Republican
28273,45179,32.1,72986,31062.0,2797,6.190929414,3,NC,Republican
28328,27016,39.6,38494,22618.0,6483,23.99689073,3,NC,Republican
28340,10695,46.2,30198,16995.0,3660,34.22159888,3,NC,Republican
28345,11484,41.3,34091,20443.0,2764,24.0682689,3,NC,Republican
28349,3541,46.4,39888,21697.0,931,26.29200791,3,NC,Republican
61953,5783,39.8,59038,33481.0,626,10.8248314,3,IL,Democrat
61606,8317,22.5,44394,22331.0,1745,20.981123,3,IL,Democrat
61615,21878,37.2,72873,46066.0,2152,9.836365298,3,IL,Democrat
13146,2433,33.8,56799,21381.0,372,15.28976572,3,NY,Democrat
13160,2242,45.4,74922,31508.0,121,5.396966994,3,NY,Democrat
13166,5465,44.8,63922,34325.0,659,12.05855444,3,NY,Democrat
13205,16746,40.4,32237,20917.0,4643,27.72602413,3,NY,Democrat
13210,27172,21.2,33346,17475.0,6288,23.14146916,3,NY,Democrat
13212,21557,43.0,63410,32876.0,2355,10.92452568,3,NY,Democrat
13431,1902,41.4,76818,36586.0,152,7.991587802,3,NY,Democrat
13326,5165,53.5,66385,42174.0,330,6.389157793,3,NY,Democrat
13411,3092,45.9,54414,26967.0,433,14.00388098,3,NY,Democrat
13417,3066,46.4,41549,28452.0,596,19.43900848,3,NY,Democrat
13433,1657,36.8,42083,20673.0,350,21.12251056,3,NY,Democrat
13464,1368,48.6,47514,25614.0,221,16.15497076,3,NY,Democrat
13493,2318,36.6,54107,21193.0,234,10.0949094,3,NY,Democrat
13601,36982,34.1,49569,27291.0,6601,17.84922395,3,NY,Democrat
13620,2592,34.1,50344,21445.0,403,15.54783951,3,NY,Democrat
13116,3447,40.8,63415,32862.0,55,1.595590368,3,NY,Democrat
13141,510,53.3,66591,34062.0,18,3.529411765,3,NY,Democrat
13148,10648,41.1,51735,30878.0,1635,15.35499624,3,NY,Democrat
13224,8486,42.4,66463,39186.0,1379,16.2502946,3,NY,Democrat
13315,1471,48.5,63854,29551.0,159,10.80897349,3,NY,Democrat
13328,1622,38.2,93200,38192.0,188,11.59062885,3,NY,Democrat
13334,1083,42.0,60368,24117.0,104,9.602954755,3,NY,Democrat
13338,1263,51.3,56339,30308.0,85,6.730007918,3,NY,Democrat
13341,171,42.9,-666666666,34012.0,26,15.20467836,3,NY,Democrat
13346,6225,29.1,49814,25806.0,444,7.13253012,3,NY,Democrat
13357,10748,42.4,59894,28107.0,1592,14.81205806,3,NY,Democrat
13407,4830,46.9,59722,27273.0,549,11.36645963,3,NY,Democrat
13408,3584,21.8,50250,19305.0,167,4.659598214,3,NY,Democrat
13418,268,39.7,-666666666,23764.0,11,4.104477612,3,NY,Democrat
13329,4211,43.6,45741,22983.0,765,18.16670625,3,NY,Democrat
13355,1440,30.0,62381,120642.0,99,6.875,3,NY,Democrat
13368,1184,43.4,49268,23171.0,206,17.39864865,3,NY,Democrat
13035,8707,44.7,82277,44034.0,379,4.35281957,3,NY,Democrat
13208,22560,34.6,40515,21052.0,6296,27.90780142,3,NY,Democrat
61338,201,41.5,46000,27151.0,22,10.94527363,3,IL,Democrat
61342,8474,41.3,62898,34296.0,836,9.865470852,3,IL,Democrat
61345,735,51.4,86750,40618.0,85,11.56462585,3,IL,Democrat
61350,23969,41.7,59295,31426.0,3335,13.91380533,3,IL,Democrat
61354,10435,49.3,55843,34269.0,1071,10.26353618,3,IL,Democrat
61368,1334,45.9,51000,28081.0,159,11.91904048,3,IL,Democrat
35542,681,57.8,37969,25813.0,107,15.71218796,3,AL,Republican
35544,635,49.8,47484,31523.0,55,8.661417323,3,AL,Republican
35564,2100,46.3,28667,23602.0,398,18.95238095,3,AL,Republican
35601,32299,37.5,43485,23091.0,5958,18.44639153,3,AL,Republican
35610,1721,48.1,45000,32063.0,199,11.56304474,3,AL,Republican
35619,4534,40.4,51508,25635.0,503,11.09395677,3,AL,Republican
35646,4414,48.7,45677,23877.0,626,14.18214771,3,AL,Republican
35654,8023,41.1,37063,20650.0,1708,21.28879472,3,AL,Republican
35672,5191,35.7,51118,23891.0,814,15.68098632,3,AL,Republican
35744,1720,51.2,38672,18202.0,390,22.6744186,3,AL,Republican
35761,13229,39.6,62888,31733.0,1588,12.00393076,3,AL,Republican
35763,18422,38.1,120629,46792.0,724,3.930083596,3,AL,Republican
35765,4112,45.9,58365,26009.0,549,13.35116732,3,AL,Republican
35768,12224,39.7,42059,23222.0,2315,18.93815445,3,AL,Republican
35769,9376,43.9,44969,29261.0,1048,11.1774744,3,AL,Republican
35776,3596,45.0,43661,22738.0,505,14.04338154,3,AL,Republican
35905,5852,45.6,55265,27941.0,501,8.561175666,3,AL,Republican
35907,8692,41.1,70383,32851.0,473,5.44178555,3,AL,Republican
35960,9039,52.8,42604,29079.0,933,10.32193827,3,AL,Republican
35131,3784,36.7,39375,21297.0,627,16.56976744,3,AL,Republican
98188,25292,37.1,64206,34505.0,2742,10.84137277,3,WA,Democrat
98203,35901,39.4,80556,37589.0,3922,10.92448678,3,WA,Democrat
98225,51606,28.8,53093,30897.0,11572,22.42374918,3,WA,Democrat
98236,6140,52.8,85943,43991.0,365,5.944625407,3,WA,Democrat
98239,7679,60.3,71121,40130.0,763,9.936189608,3,WA,Democrat
98258,33545,36.0,96165,37009.0,2401,7.15754956,3,WA,Democrat
98323,757,38.6,84038,38280.0,45,5.944517834,3,WA,Democrat
98349,5090,42.1,73308,33668.0,271,5.324165029,3,WA,Democrat
98351,1619,56.1,51109,34416.0,245,15.13279802,3,WA,Democrat
98354,7551,37.5,76582,36200.0,546,7.230830354,3,WA,Democrat
98355,846,44.6,-666666666,25035.0,86,10.16548463,3,WA,Democrat
98361,696,60.2,41763,28521.0,75,10.77586207,3,WA,Democrat
98363,14295,45.5,60147,30303.0,2055,14.37565582,3,WA,Democrat
98364,82,18.0,-666666666,48554.0,0,0.0,3,WA,Democrat
98367,30447,41.3,88722,38866.0,2375,7.800440109,3,WA,Democrat
98370,32044,43.9,85299,42643.0,2349,7.3305455,3,WA,Democrat
98374,44293,36.2,88882,37478.0,2742,6.190594451,3,WA,Democrat
98403,8169,35.3,61863,43146.0,784,9.597257926,3,WA,Democrat
98407,21316,45.8,86594,51427.0,1537,7.210546069,3,WA,Democrat
98433,20137,23.1,44064,18387.0,2728,13.54720167,3,WA,Democrat
98439,5260,26.4,38415,19808.0,1145,21.76806084,3,WA,Democrat
98466,29401,37.1,74179,41049.0,2182,7.421516275,3,WA,Democrat
98499,32174,33.2,50037,27500.0,5762,17.90887052,3,WA,Democrat
98501,43584,38.9,78324,37728.0,4014,9.209801762,3,WA,Democrat
61301,9785,40.3,54604,29104.0,1493,15.25804803,3,IL,Democrat
61006,1515,50.1,55046,26800.0,261,17.22772277,3,IL,Democrat
61020,2971,30.1,76402,27278.0,400,13.46348031,3,IL,Democrat
61028,1809,48.4,50357,37668.0,162,8.955223881,3,IL,Democrat
95941,848,35.3,58654,23809.0,281,33.13679245,3,CA,Democrat
95945,26281,49.8,51530,34970.0,2891,11.00034245,3,CA,Democrat
46986,1650,39.5,57330,27860.0,187,11.33333333,3,IN,Republican
46759,405,50.9,48667,21624.0,8,1.975308642,3,IN,Republican
46764,1523,43.4,79853,26955.0,196,12.86933684,3,IN,Republican
46777,6170,37.8,54347,30069.0,367,5.948136143,3,IN,Republican
46781,674,37.9,70938,29786.0,57,8.456973294,3,IN,Republican
46783,6669,41.7,90040,41754.0,345,5.173189384,3,IN,Republican
46784,2348,43.9,59811,32937.0,354,15.07666099,3,IN,Republican
46794,1665,49.1,52875,34008.0,254,15.25525526,3,IN,Republican
46818,21416,35.7,68333,28925.0,2010,9.385506164,3,IN,Republican
46913,1248,35.9,64375,35168.0,20,1.602564103,3,IN,Republican
46958,513,53.0,72706,37410.0,0,0.0,3,IN,Republican
46985,1476,39.4,45257,23505.0,54,3.658536585,3,IN,Republican
46987,867,45.4,56750,26564.0,50,5.767012687,3,IN,Republican
46988,787,40.5,46731,22457.0,85,10.80050826,3,IN,Republican
46990,487,62.5,70313,38581.0,12,2.464065708,3,IN,Republican
46991,1795,46.8,44750,24954.0,402,22.39554318,3,IN,Republican
46992,15931,42.7,54708,29038.0,1705,10.70240412,3,IN,Republican
46996,5771,44.0,49398,28543.0,696,12.06030151,3,IN,Republican
46201,31233,34.5,31651,19905.0,10004,32.03022444,3,IN,Republican
46225,5457,33.7,35694,20685.0,1658,30.38299432,3,IN,Republican
46234,26066,38.4,76461,36070.0,1776,6.81347349,3,IN,Republican
46250,17946,36.3,57053,41709.0,1451,8.085367213,3,IN,Republican
46303,14799,37.5,69732,33673.0,977,6.601797419,3,IN,Republican
56737,813,48.2,45625,29246.0,78,9.594095941,3,MN,Democrat
56544,5281,41.9,59275,29696.0,481,9.108123461,3,MN,Democrat
56545,654,47.0,63438,35912.0,28,4.281345566,3,MN,Democrat
56554,2584,50.8,85625,42776.0,142,5.495356037,3,MN,Democrat
56569,1287,37.4,44375,22352.0,274,21.28982129,3,MN,Democrat
56628,1603,61.8,44881,29212.0,199,12.41422333,3,MN,Democrat
56659,99,61.2,-666666666,40588.0,5,5.050505051,3,MN,Democrat
56669,241,60.3,52788,27624.0,34,14.10788382,3,MN,Democrat
56670,1548,27.4,41667,12859.0,615,39.72868217,3,MN,Democrat
56684,279,40.9,53125,24525.0,31,11.11111111,3,MN,Democrat
56714,1229,41.4,56591,26574.0,134,10.90317331,3,MN,Democrat
56467,2685,52.4,63979,29845.0,110,4.096834264,3,MN,Democrat
56470,10654,49.5,56223,30441.0,1438,13.49727802,3,MN,Democrat
56472,8250,41.4,62108,30996.0,652,7.903030303,3,MN,Democrat
56473,3176,45.7,61111,30944.0,328,10.32745592,3,MN,Democrat
56479,4983,49.1,46732,25134.0,801,16.07465382,3,MN,Democrat
56044,2171,40.8,90231,38202.0,89,4.099493321,3,MN,Democrat
56056,80,41.2,39583,25394.0,5,6.25,3,MN,Democrat
56115,1405,35.5,57821,27449.0,123,8.754448399,3,MN,Democrat
56118,483,39.7,76042,32857.0,1,0.207039337,3,MN,Democrat
56120,969,52.5,61250,29862.0,92,9.494324045,3,MN,Democrat
56143,4179,47.4,62969,43005.0,430,10.28954295,3,MN,Democrat
56144,1071,44.8,45288,25630.0,173,16.15312792,3,MN,Democrat
56145,526,51.7,42353,26725.0,61,11.59695817,3,MN,Democrat
56149,1075,48.0,52857,31975.0,103,9.581395349,3,MN,Democrat
56156,5950,40.6,68380,34623.0,640,10.75630252,3,MN,Democrat
56165,313,43.8,73750,35170.0,4,1.277955272,3,MN,Democrat
56172,2994,47.6,57381,33660.0,237,7.915831663,3,MN,Democrat
56511,1876,46.3,61250,39490.0,181,9.648187633,3,MN,Democrat
56515,2840,59.3,64268,37531.0,128,4.507042254,3,MN,Democrat
56516,292,48.0,52083,27286.0,24,8.219178082,3,MN,Democrat
56518,379,31.7,46429,24494.0,91,24.01055409,3,MN,Democrat
65682,2123,38.6,50455,23958.0,308,14.50777202,3,MO,Republican
65692,1269,43.1,38429,20816.0,365,28.76280536,3,MO,Republican
65702,339,40.5,50959,23856.0,66,19.46902655,3,MO,Republican
65712,9119,41.3,44984,23883.0,1249,13.69667727,3,MO,Republican
65717,2708,32.9,44556,21433.0,457,16.87592319,3,MO,Republican
65722,1639,36.9,54271,22710.0,130,7.93166565,3,MO,Republican
65727,167,67.2,49375,28651.0,27,16.16766467,3,MO,Republican
65740,3794,37.7,38528,17680.0,943,24.85503426,3,MO,Republican
65754,581,46.7,78167,64202.0,76,13.08089501,3,MO,Republican
65761,1061,64.3,22917,21455.0,371,34.96701225,3,MO,Republican
65768,414,44.1,19353,20714.0,135,32.60869565,3,MO,Republican
65734,3184,33.5,46855,23315.0,677,21.26256281,3,MO,Republican
65014,2658,49.5,52128,25961.0,286,10.7599699,3,MO,Republican
65020,16055,48.5,52750,27775.0,2342,14.58735596,3,MO,Republican
65024,1061,43.7,54306,27965.0,93,8.76531574,3,MO,Republican
65034,1235,30.0,40556,16211.0,429,34.73684211,3,MO,Republican
65040,1007,52.0,41944,25578.0,192,19.06653426,3,MO,Republican
65053,1721,48.4,86250,32902.0,67,3.893085415,3,MO,Republican
65062,47,22.4,-666666666,21645.0,0,0.0,3,MO,Republican
65067,563,42.7,58250,22185.0,74,13.14387211,3,MO,Republican
65101,29665,37.8,58504,27672.0,2119,7.143097927,3,MO,Republican
65203,58271,36.3,66310,41079.0,6260,10.74290814,3,MO,Republican
65232,207,56.1,34375,24019.0,40,19.3236715,3,MO,Republican
65240,9051,38.1,60541,27431.0,845,9.335984974,3,MO,Republican
65243,2383,39.1,51875,22282.0,707,29.6684851,3,MO,Republican
65254,1865,44.6,58125,24212.0,119,6.380697051,3,MO,Republican
65255,4067,36.2,53281,25626.0,654,16.08064913,3,MO,Republican
65260,386,49.3,51000,24322.0,34,8.808290155,3,MO,Republican
65263,1471,49.0,42684,22712.0,226,15.36369816,3,MO,Republican
65786,2101,37.4,42448,25620.0,182,8.662541647,3,MO,Republican
65770,2650,44.1,56136,32874.0,300,11.32075472,3,MO,Republican
65054,1209,32.0,73182,88615.0,22,1.819685691,3,MO,Republican
65624,1456,53.0,58000,24202.0,136,9.340659341,3,MO,Republican
65729,169,55.5,-666666666,69114.0,0,0.0,3,MO,Republican
65708,13202,36.0,46023,26640.0,2154,16.31570974,3,MO,Republican
65724,1180,67.6,29636,21104.0,111,9.406779661,3,MO,Republican
